,valence_intensity,fear_intensity,anger_intensity,happiness_intensity,sadness_intensity,sentiment
1848,0.4796666666666667,0.5103333333333334,0.3616666666666666,0.301,0.416,0
700,0.4862,0.3718,0.3607999999999999,0.3132,0.3926,0
1013,0.493,0.469,0.4389999999999999,0.3105,0.4459999999999999,0
1726,0.495,0.382,0.441,0.365,0.361,0
23,0.4456666666666666,0.4416666666666667,0.38,0.2676666666666666,0.393,0
1106,0.497,0.3829999999999999,0.3989999999999999,0.389,0.3879999999999999,0
2119,0.486,0.436,0.392,0.336,0.409,0
184,0.4462857142857143,0.4354285714285714,0.4175714285714286,0.2752857142857143,0.3945714285714286,0
1165,0.5122,0.4805999999999999,0.4396,0.3416,0.4206,0
2338,0.5361666666666666,0.4549999999999999,0.4343333333333333,0.38,0.3845,0
2230,0.469,0.4295,0.396,0.239,0.377,0
810,0.512,0.4619999999999999,0.4375,0.393,0.396,0
769,0.505,0.4865,0.4185,0.301,0.3625,0
1859,0.4680000000000001,0.4463,0.45125,0.29395,0.3976,0
742,0.498,0.406,0.414,0.291,0.407,0
2076,0.482,0.474,0.41,0.322,0.392,0
466,0.473,0.376,0.41,0.28,0.378,0
341,0.491,0.433,0.453,0.273,0.4295,0
1000,0.5043333333333334,0.4443333333333334,0.4376666666666666,0.347,0.4073333333333333,0
1052,0.4776666666666666,0.428,0.3376666666666666,0.2983333333333333,0.3613333333333333,0
2001,0.4825,0.3349999999999999,0.3415,0.2825,0.3575,0
1224,0.492,0.367,0.44,0.3834999999999999,0.3495,0
2533,0.4966666666666666,0.409,0.3960000000000001,0.2778333333333333,0.3698333333333333,0
485,0.493,0.4639999999999999,0.42,0.314,0.386,0
2667,0.511,0.42,0.417,0.311,0.39,0
2355,0.4803333333333333,0.389,0.4059999999999999,0.3143333333333333,0.395,0
2210,0.4833333333333334,0.5203333333333333,0.4439999999999999,0.352,0.4296666666666666,0
411,0.49,0.435,0.362,0.294,0.3979999999999999,0
2946,0.45875,0.4545833333333333,0.4099166666666667,0.2995833333333333,0.41575,0
231,0.483,0.386,0.417,0.327,0.373,0
735,0.4945,0.409,0.389,0.3405,0.3595,0
1174,0.52,0.391,0.425,0.414,0.392,0
80,0.52,0.379,0.384,0.305,0.364,0
251,0.494,0.4519999999999999,0.39475,0.2985,0.38325,0
2821,0.4963333333333333,0.4563333333333333,0.4396666666666666,0.3183333333333333,0.4123333333333333,0
2896,0.507,0.3845,0.4565,0.3,0.412,0
1506,0.48725,0.4715,0.39275,0.3225,0.37675,0
2603,0.483,0.426,0.429,0.313,0.371,0
14,0.501,0.441,0.371,0.315,0.365,0
52,0.47575,0.4095,0.41775,0.31,0.36475,0
1222,0.532,0.4906666666666666,0.375,0.371,0.3803333333333333,0
4145,0.485,0.463,0.399,0.287,0.389,0
31,0.4921666666666667,0.4374999999999999,0.3645,0.3218333333333333,0.4003333333333332,0
2074,0.5006666666666667,0.4710000000000001,0.3815,0.3455,0.3915,0
694,0.4823333333333333,0.3846666666666666,0.3329999999999999,0.306,0.3836666666666666,0
2239,0.488,0.395,0.31,0.316,0.351,0
1594,0.4982857142857142,0.4391428571428571,0.4738571428571428,0.33,0.407,0
2888,0.495,0.4215,0.38275,0.34925,0.37375,0
2289,0.486,0.3929999999999999,0.3229999999999999,0.362,0.361,0
83,0.501,0.395,0.371,0.257,0.366,0
735,0.493,0.388,0.4605,0.314,0.439,0
1293,0.513,0.36,0.395,0.294,0.344,0
3015,0.495,0.481,0.3829999999999999,0.314,0.4,0
633,0.4832857142857142,0.4443571428571428,0.4100714285714285,0.31,0.3882857142857144,0
1089,0.52,0.55,0.389,0.358,0.415,0
358,0.4894,0.411,0.4324,0.3192,0.3808000000000001,0
262,0.519,0.5429999999999999,0.367,0.37,0.361,0
2706,0.5046666666666666,0.4643333333333333,0.4049999999999999,0.3523333333333334,0.3926666666666666,0
1016,0.4755454545454545,0.4751818181818182,0.4034090909090909,0.3051363636363636,0.4184545454545455,0
3381,0.504,0.598,0.477,0.357,0.435,0
853,0.482,0.44,0.487,0.3429999999999999,0.38,0
3059,0.473,0.387,0.4645,0.3345,0.346,0
1222,0.511,0.452,0.3329999999999999,0.382,0.384,0
187,0.4822499999999999,0.44275,0.40975,0.30675,0.40475,0
1201,0.493,0.42,0.392,0.353,0.384,0
886,0.488,0.58,0.417,0.302,0.41,0
3060,0.47775,0.45325,0.4399999999999999,0.317,0.38825,0
2214,0.505,0.4505,0.394,0.2535,0.3745,0
1771,0.4835,0.348,0.4034999999999999,0.3025,0.3319999999999999,0
954,0.512,0.437,0.4479999999999999,0.344,0.4,0
1148,0.514,0.362,0.358,0.337,0.376,0
1201,0.5148571428571429,0.4319999999999999,0.4017142857142857,0.3617142857142857,0.372,0
263,0.4924999999999999,0.4345,0.377,0.3189999999999999,0.3905,0
927,0.4946666666666666,0.4608888888888888,0.4243333333333333,0.3396666666666667,0.3999999999999999,0
1934,0.4995,0.4361666666666666,0.3678333333333333,0.3021666666666667,0.366,0
432,0.501,0.368,0.4,0.372,0.411,0
1819,0.5083333333333333,0.4656666666666667,0.409,0.3496666666666666,0.4273333333333333,0
7,0.4555,0.4315,0.4365,0.288,0.3805,0
431,0.486,0.3229999999999999,0.356,0.3879999999999999,0.357,0
2105,0.495,0.4786,0.3646,0.317,0.3984,0
2579,0.511,0.476,0.364,0.3329999999999999,0.3939999999999999,0
131,0.492,0.3879999999999999,0.483,0.303,0.409,0
2593,0.488,0.4325,0.4385,0.38,0.431,0
3411,0.496,0.4029999999999999,0.483,0.352,0.373,0
787,0.4794444444444445,0.4604444444444444,0.4247222222222222,0.3068333333333333,0.4049444444444444,0
12,0.46325,0.39775,0.4379999999999999,0.33525,0.38125,0
561,0.494,0.287,0.31,0.252,0.341,0
547,0.489,0.4575,0.3785,0.257,0.3895,0
1586,0.4629999999999999,0.40125,0.45025,0.3425,0.40325,0
231,0.484,0.601,0.427,0.319,0.422,0
714,0.4906666666666666,0.424,0.4060000000000001,0.3376666666666666,0.399,0
804,0.491,0.493,0.4335,0.3035,0.3974999999999999,0
2852,0.482,0.472,0.405,0.341,0.4039999999999999,0
1353,0.49,0.371,0.3989999999999999,0.325,0.292,0
1308,0.516,0.3389999999999999,0.373,0.384,0.332,0
512,0.4932499999999999,0.47075,0.3925,0.33275,0.4095,0
1366,0.496,0.442,0.4379999999999999,0.301,0.38,0
2912,0.496,0.4465,0.3994999999999999,0.377,0.409,0
2148,0.4985,0.47075,0.4182499999999999,0.31125,0.41875,0
359,0.498,0.501,0.358,0.319,0.372,0
2652,0.468,0.4725,0.418,0.30125,0.41175,0
2720,0.4785,0.4205,0.431,0.2685,0.374,0
2668,0.5243333333333333,0.4669999999999999,0.3846666666666666,0.3183333333333333,0.3746666666666667,0
2891,0.4801428571428571,0.4438571428571429,0.4302857142857143,0.3034285714285714,0.3824285714285714,0
2123,0.485,0.349,0.428,0.289,0.4,0
2069,0.4838181818181818,0.4610909090909091,0.3901818181818182,0.3150909090909091,0.405090909090909,0
318,0.4754,0.4298,0.421,0.3561999999999999,0.3596,0
1515,0.509,0.3939999999999999,0.4039999999999999,0.364,0.3429999999999999,0
121,0.503,0.396,0.484,0.291,0.372,0
595,0.483,0.3939999999999999,0.409,0.326,0.3879999999999999,0
2705,0.498,0.429,0.412,0.318,0.4073333333333333,0
990,0.4925,0.42175,0.4629999999999999,0.33825,0.4315,0
200,0.523,0.4166666666666667,0.4003333333333334,0.312,0.3473333333333333,0
2051,0.481,0.451,0.4226666666666667,0.3526666666666667,0.385,0
3405,0.497,0.456,0.425,0.312,0.372,0
1453,0.4915,0.4419999999999999,0.366125,0.3446249999999999,0.4096250000000001,0
661,0.49,0.447,0.422,0.283,0.39,0
1193,0.4665,0.441,0.416,0.3425,0.4505,0
1921,0.513,0.4415,0.406,0.3195,0.3389999999999999,0
2154,0.4934999999999999,0.40575,0.395875,0.2845,0.3758749999999999,0
732,0.5075000000000001,0.4439999999999999,0.437,0.314,0.365,0
1747,0.484,0.424,0.367,0.2749999999999999,0.391,0
2402,0.514,0.372,0.253,0.3,0.375,0
2173,0.4919999999999999,0.4665,0.38,0.3202499999999999,0.4145,0
1591,0.4293333333333333,0.3923333333333333,0.4263333333333333,0.3033333333333333,0.3936666666666666,0
1464,0.477,0.5315,0.363,0.305,0.4085,0
1487,0.4775,0.494,0.375,0.301,0.4115,0
2698,0.5105,0.4615,0.371,0.3325,0.35,0
1900,0.4593333333333333,0.4326666666666667,0.4226666666666666,0.3076666666666667,0.3746666666666667,0
1902,0.485,0.462,0.436,0.382,0.427,0
1504,0.50025,0.417,0.40825,0.36475,0.369,0
1691,0.43925,0.42925,0.452,0.28275,0.39,0
749,0.505,0.363,0.442,0.278,0.376,0
473,0.472,0.4581428571428571,0.3957142857142857,0.3145714285714285,0.3797142857142856,0
2686,0.491,0.37,0.3929999999999999,0.358,0.374,0
2621,0.4963333333333333,0.403,0.389,0.3613333333333333,0.399,0
1486,0.502,0.568,0.372,0.332,0.437,0
1395,0.487,0.442,0.452,0.256,0.423,0
2072,0.5135000000000001,0.4785,0.3914999999999999,0.3135,0.3785,0
1237,0.497,0.382,0.412,0.379,0.391,0
871,0.486,0.2789999999999999,0.371,0.292,0.36,0
1561,0.48,0.442,0.407,0.2739999999999999,0.3939999999999999,0
1438,0.481,0.3979999999999999,0.434,0.3279999999999999,0.375,0
2014,0.487,0.505,0.445,0.3279999999999999,0.4039999999999999,0
1294,0.5,0.4673333333333334,0.4376666666666667,0.3146666666666666,0.3476666666666666,0
303,0.4609999999999999,0.472,0.4369999999999999,0.311,0.414,0
825,0.52,0.372,0.418,0.38,0.389,0
2291,0.4776666666666667,0.4623333333333333,0.403,0.3173333333333334,0.418,0
1258,0.4911666666666667,0.4608333333333334,0.4245,0.2964999999999999,0.4348333333333333,0
2190,0.509,0.314,0.37,0.324,0.315,0
2398,0.482,0.486,0.424,0.288,0.352,0
881,0.4754347826086956,0.4693478260869565,0.391608695652174,0.3039565217391304,0.4043478260869566,0
926,0.494,0.386,0.3979999999999999,0.2769999999999999,0.337,0
2231,0.503,0.402,0.441,0.332,0.366,0
1366,0.4815,0.43775,0.4195,0.2905,0.3885,0
973,0.4628333333333334,0.451,0.4123333333333334,0.2878333333333334,0.3981666666666666,0
1042,0.4976666666666666,0.4115,0.3875,0.3225,0.3706666666666667,0
1183,0.5041428571428571,0.452,0.3679999999999999,0.3378571428571428,0.3972857142857142,0
2847,0.507,0.447,0.406,0.346,0.3379999999999999,0
2023,0.4771666666666666,0.457,0.3905,0.2921666666666667,0.399,0
1234,0.5016666666666667,0.4623333333333333,0.414,0.3706666666666666,0.3806666666666666,0
2839,0.491,0.389,0.39,0.336,0.355,0
2627,0.48,0.544,0.541,0.283,0.43,0
511,0.472,0.4396666666666666,0.3833333333333333,0.264,0.417,0
2331,0.49,0.413,0.4145,0.3369999999999999,0.386,0
1103,0.495,0.391,0.368,0.407,0.351,0
1565,0.485,0.434,0.508,0.27,0.411,0
411,0.518,0.4679999999999999,0.345,0.3279999999999999,0.389,0
1363,0.503,0.4436666666666666,0.405,0.3243333333333333,0.3633333333333333,0
2163,0.4805,0.442,0.4044999999999999,0.2515,0.4325,0
274,0.502,0.401,0.408,0.264,0.3979999999999999,0
2689,0.507,0.3929999999999999,0.386,0.396,0.382,0
2858,0.507,0.382,0.386,0.252,0.3429999999999999,0
427,0.479,0.4629999999999999,0.3974999999999999,0.311,0.4005,0
326,0.483,0.386,0.447,0.299,0.36,0
2265,0.4649999999999999,0.4569999999999999,0.418,0.2734999999999999,0.356,0
1025,0.4686666666666667,0.4623333333333333,0.4039999999999999,0.3193333333333333,0.439,0
349,0.4767777777777778,0.4048888888888889,0.4396666666666667,0.2955555555555555,0.396,0
2396,0.4993333333333334,0.4613333333333333,0.3806666666666667,0.3443333333333333,0.3976666666666666,0
2070,0.492,0.494,0.451,0.342,0.4,0
1390,0.4473333333333333,0.4466666666666666,0.4283333333333334,0.2761666666666666,0.4026666666666667,0
2,0.4835,0.453875,0.4119999999999999,0.29175,0.40075,0
2289,0.507,0.529,0.375,0.307,0.422,0
831,0.458,0.4283333333333333,0.401,0.286,0.4059999999999999,0
1441,0.4357499999999999,0.4425,0.418,0.3107499999999999,0.436,0
1173,0.491,0.405,0.41,0.39,0.3829999999999999,0
1058,0.5,0.352,0.402,0.267,0.379,0
282,0.513,0.417,0.373,0.35,0.359,0
2643,0.454076923076923,0.4573846153846154,0.4067692307692307,0.3096153846153845,0.4128461538461539,0
2520,0.5065,0.416,0.4435,0.3319999999999999,0.4014999999999999,0
614,0.4735,0.3755,0.453,0.351,0.3675,0
1793,0.4579999999999999,0.4075,0.382,0.2915,0.3895,0
847,0.507,0.419,0.4589999999999999,0.336,0.389,0
581,0.4583684210526315,0.4687368421052632,0.4170526315789474,0.2853684210526315,0.3902105263157895,0
848,0.435,0.379,0.446,0.2676666666666666,0.4143333333333333,0
1933,0.4695,0.382,0.4455,0.3205,0.3555,0
1780,0.493,0.424,0.4054999999999999,0.2965,0.3684999999999999,0
54,0.5055000000000001,0.4365,0.407,0.3265,0.4289999999999999,0
182,0.502,0.413,0.373,0.34,0.341,0
2329,0.52625,0.4595,0.35975,0.33025,0.38375,0
1931,0.509,0.332,0.371,0.288,0.345,0
1349,0.4846,0.4434,0.3952,0.2808,0.385,0
1383,0.49,0.494,0.401,0.348,0.4379999999999999,0
353,0.4645,0.44475,0.43075,0.323,0.4255,0
1092,0.484,0.372,0.397,0.317,0.451,0
121,0.496,0.416,0.4039999999999999,0.297,0.361,0
1537,0.5,0.41,0.371,0.322,0.36,0
941,0.4880833333333334,0.39775,0.4006666666666667,0.3280833333333333,0.3754166666666665,0
2665,0.51,0.526,0.375,0.352,0.407,0
2212,0.4629999999999999,0.4595,0.4245,0.283,0.409,0
1850,0.508,0.451,0.385,0.302,0.376,0
1863,0.503,0.415,0.394,0.3,0.363,0
1869,0.4732499999999999,0.46475,0.432,0.29825,0.40825,0
381,0.5245,0.4545,0.4605,0.3535,0.3845,0
3117,0.518,0.4595,0.37,0.323,0.371,0
1997,0.473,0.39625,0.3532499999999999,0.322,0.3535,0
2126,0.493,0.399,0.3994999999999999,0.3329999999999999,0.364,0
1696,0.481,0.3575,0.4205,0.322,0.4395,0
1433,0.4365,0.4,0.44,0.274,0.37,0
258,0.48,0.481,0.522,0.25,0.421,0
2315,0.5023333333333334,0.4803333333333333,0.3903333333333332,0.3003333333333333,0.3913333333333333,0
985,0.476,0.4205,0.361,0.3655,0.36,0
3225,0.501,0.432,0.478,0.3229999999999999,0.3879999999999999,0
929,0.508,0.434,0.369,0.346,0.376,0
2428,0.5245,0.4671666666666667,0.4138333333333333,0.3243333333333333,0.4181666666666666,0
2700,0.4515,0.4479999999999999,0.426,0.3365,0.3625,0
2285,0.461,0.4165,0.4255,0.3615,0.4255,0
1397,0.4763333333333333,0.4576666666666666,0.3883333333333333,0.305,0.4243333333333334,0
1133,0.4946,0.4392,0.382,0.3402,0.3514,0
2115,0.498,0.381,0.39,0.372,0.391,0
3019,0.509,0.447,0.489,0.356,0.41,0
491,0.516,0.348,0.387,0.409,0.297,0
1729,0.493,0.381,0.3874999999999999,0.29,0.355,0
488,0.4606666666666666,0.445,0.4146666666666667,0.304,0.3539999999999999,0
594,0.491,0.456,0.489,0.326,0.414,0
77,0.466,0.4185999999999999,0.3918,0.286,0.3834000000000001,0
1926,0.4852857142857143,0.45,0.3947142857142857,0.3185714285714286,0.4032857142857143,0
1312,0.4693333333333333,0.444,0.4476666666666666,0.2663333333333333,0.3803333333333333,0
2012,0.4501249999999999,0.4157499999999999,0.416875,0.2905,0.40075,0
1153,0.4915,0.4483333333333333,0.3915,0.3023333333333333,0.4018333333333333,0
1629,0.4895,0.4515,0.3924999999999999,0.328,0.3965,0
740,0.501,0.32,0.38,0.387,0.2739999999999999,0
2075,0.5,0.387,0.416,0.344,0.372,0
941,0.502,0.382,0.3695,0.3255,0.3935,0
764,0.508,0.37,0.358,0.364,0.275,0
1921,0.446,0.40325,0.4325,0.303,0.378,0
3017,0.4640000000000001,0.386,0.515,0.338,0.385,0
207,0.4915,0.4945,0.4485,0.3335,0.434,0
1822,0.508,0.408,0.414,0.305,0.377,0
2191,0.482,0.412,0.4529999999999999,0.2789999999999999,0.361,0
775,0.477,0.405,0.399,0.293,0.4085,0
635,0.49,0.4155,0.3185,0.3125,0.4035,0
1371,0.5065,0.3909999999999999,0.387,0.3055,0.3329999999999999,0
2623,0.4636666666666666,0.4316666666666666,0.4096666666666666,0.29,0.3973333333333333,0
1016,0.514,0.4535,0.4075,0.348,0.3634999999999999,0
2265,0.49,0.474,0.422,0.379,0.405,0
2288,0.496,0.367,0.402,0.341,0.3,0
637,0.49,0.366,0.422,0.354,0.351,0
1016,0.485,0.414,0.389,0.246,0.368,0
2570,0.4654666666666667,0.4382,0.4466666666666667,0.2932,0.391,0
3017,0.4703333333333333,0.3823333333333333,0.429,0.309,0.3823333333333333,0
1022,0.52,0.431,0.4,0.326,0.36,0
2392,0.492,0.374,0.412,0.354,0.432,0
697,0.5125000000000001,0.422,0.3764999999999999,0.3175,0.3875,0
1098,0.4972499999999999,0.4865,0.41375,0.33475,0.4035,0
760,0.464,0.4535,0.4195,0.313,0.388,0
2636,0.507,0.471,0.41,0.317,0.405,0
2467,0.4556666666666666,0.4336666666666667,0.431,0.309,0.422,0
1859,0.493,0.299,0.419,0.309,0.372,0
2526,0.518,0.43,0.3379999999999999,0.35,0.325,0
3278,0.5055000000000001,0.412,0.438,0.361,0.408,0
2308,0.4616666666666666,0.4399999999999999,0.4276666666666666,0.3083333333333333,0.3746666666666667,0
1428,0.4757272727272727,0.4588181818181818,0.4028181818181818,0.3097272727272727,0.4063636363636364,0
1333,0.52,0.369,0.321,0.405,0.401,0
414,0.4985,0.4945,0.383,0.3165,0.39975,0
1185,0.476,0.409,0.4735,0.35,0.4305,0
1015,0.489,0.532,0.4029999999999999,0.373,0.444,0
1055,0.4676666666666667,0.4073333333333333,0.3953333333333333,0.2516666666666666,0.3936666666666666,0
1310,0.5237499999999999,0.463875,0.4125,0.3379999999999999,0.3838749999999999,0
2190,0.4885,0.474,0.388,0.323,0.39825,0
1673,0.4659285714285714,0.4865714285714286,0.3991428571428571,0.288,0.4150714285714286,0
858,0.5102,0.487,0.3946,0.3456,0.3862,0
460,0.506,0.391,0.427,0.3829999999999999,0.367,0
821,0.4828,0.4267999999999999,0.3788,0.312,0.3826,0
562,0.4855454545454545,0.4491363636363636,0.4159090909090909,0.3178636363636364,0.3809090909090909,0
2440,0.5079999999999999,0.4346666666666667,0.3643333333333333,0.329,0.342,0
863,0.4934285714285714,0.4314285714285714,0.3967142857142857,0.3034285714285714,0.3884285714285713,0
1891,0.5035000000000001,0.454,0.4125,0.3485,0.43,0
1578,0.4813333333333334,0.4586666666666667,0.38,0.2956666666666667,0.424,0
264,0.513,0.349,0.473,0.347,0.351,0
859,0.4856666666666667,0.463,0.392,0.3073333333333333,0.4236666666666666,0
2318,0.504,0.48,0.3989999999999999,0.39,0.374,0
104,0.5,0.501,0.4379999999999999,0.3279999999999999,0.455,0
1671,0.494,0.4579999999999999,0.44,0.32,0.375,0
187,0.4797272727272727,0.4803636363636364,0.4385454545454546,0.3144545454545455,0.400090909090909,0
3342,0.4695,0.4629999999999999,0.4425,0.295,0.3764999999999999,0
2397,0.4855,0.4905,0.387,0.3425,0.431,0
2388,0.492,0.311,0.381,0.322,0.331,0
1836,0.48475,0.45675,0.4065,0.286,0.402,0
159,0.4945,0.378,0.3865,0.3091666666666667,0.3763333333333333,0
3182,0.487,0.499,0.407,0.306,0.386,0
2595,0.50575,0.411,0.37275,0.295,0.35075,0
1401,0.4629230769230768,0.4533846153846153,0.4036923076923077,0.2895384615384615,0.3876923076923078,0
56,0.4445,0.4325,0.415,0.2415,0.384,0
361,0.5076666666666667,0.4579999999999999,0.4363333333333334,0.3543333333333334,0.4383333333333333,0
919,0.495,0.382,0.42,0.356,0.342,0
3956,0.4751428571428571,0.3662857142857142,0.3794285714285714,0.3245714285714285,0.3707142857142856,0
3904,0.519,0.337,0.386,0.282,0.3379999999999999,0
158,0.488,0.487,0.474,0.3229999999999999,0.429,0
427,0.5,0.3682,0.3846,0.3092,0.3504,0
1821,0.505,0.493,0.456,0.3339999999999999,0.419,0
1099,0.4694,0.4659,0.4231000000000001,0.2787,0.4093,0
1992,0.515,0.382,0.3939999999999999,0.415,0.4,0
374,0.4945,0.473,0.4045,0.3249999999999999,0.405,0
1960,0.507,0.4865,0.3339999999999999,0.3395,0.3645,0
203,0.47925,0.44925,0.431,0.31125,0.39025,0
599,0.474,0.463,0.439,0.355,0.4216666666666666,0
2643,0.511,0.435,0.336,0.385,0.3879999999999999,0
235,0.488,0.402,0.483,0.353,0.386,0
1491,0.4975,0.3765,0.417,0.358,0.4044999999999999,0
2733,0.46975,0.4165,0.408,0.2895,0.3925,0
667,0.5036666666666667,0.4353333333333333,0.3895833333333333,0.3254166666666667,0.3863333333333333,0
1614,0.492,0.411,0.432,0.3339999999999999,0.377,0
372,0.519,0.276,0.409,0.353,0.29,0
630,0.488,0.519,0.46,0.366,0.42,0
1148,0.4702,0.474,0.406,0.2886,0.4012,0
459,0.481,0.465,0.4529999999999999,0.314,0.423,0
306,0.5275000000000001,0.438,0.4235,0.367,0.399,0
1824,0.5086666666666667,0.4336666666666667,0.4026666666666667,0.349,0.3699999999999999,0
657,0.4503333333333333,0.4626666666666666,0.4053333333333334,0.2783333333333333,0.407,0
2409,0.4846666666666666,0.3393333333333333,0.4153333333333333,0.3156666666666667,0.3576666666666666,0
941,0.5,0.4155,0.3745,0.3319999999999999,0.3429999999999999,0
1006,0.4885,0.4805,0.3775,0.279,0.3705,0
665,0.4533157894736841,0.4558421052631577,0.4124736842105263,0.3039473684210526,0.3941052631578947,0
3220,0.512,0.364,0.348,0.3329999999999999,0.365,0
1119,0.512,0.451,0.441,0.271,0.426,0
381,0.505,0.385,0.469,0.32,0.37,0
424,0.505,0.351,0.3779999999999999,0.347,0.293,0
1247,0.519,0.49,0.337,0.351,0.386,0
1271,0.4685,0.3675,0.403,0.3755,0.416,0
79,0.492,0.382,0.427,0.304,0.423,0
820,0.508,0.502,0.411,0.309,0.41,0
1298,0.519,0.424,0.422,0.3229999999999999,0.346,0
1711,0.4779999999999999,0.497421052631579,0.4272631578947368,0.3219473684210527,0.419578947368421,0
2523,0.4916666666666666,0.367,0.4156666666666666,0.3276666666666666,0.3403333333333334,0
801,0.4978749999999999,0.4529999999999999,0.377375,0.35,0.3615,0
1721,0.4776666666666667,0.42,0.361,0.3033333333333333,0.4003333333333334,0
682,0.516,0.351,0.347,0.351,0.324,0
890,0.477,0.44725,0.39675,0.312,0.3994999999999999,0
977,0.498,0.306,0.3939999999999999,0.332,0.32,0
1104,0.5309999999999999,0.4475,0.438,0.35,0.416,0
1426,0.499,0.4579999999999999,0.425,0.375,0.425,0
3041,0.4523333333333334,0.4473333333333333,0.4436666666666666,0.352,0.4239999999999999,0
1763,0.496,0.384,0.357,0.382,0.373,0
3148,0.434,0.403,0.4446666666666667,0.285,0.3879999999999999,0
2806,0.511,0.455,0.409,0.344,0.486,0
487,0.518,0.4,0.415,0.332,0.367,0
2322,0.484,0.426,0.481,0.3329999999999999,0.415,0
2609,0.4803333333333333,0.4656666666666667,0.4216666666666667,0.3446666666666667,0.3929999999999999,0
1218,0.519,0.408,0.436,0.354,0.427,0
2670,0.4975,0.493,0.3914999999999999,0.317,0.38,0
182,0.503,0.392,0.3924999999999999,0.3369999999999999,0.3645,0
2530,0.446,0.427,0.4439999999999999,0.2966666666666667,0.3936666666666666,0
3329,0.497,0.286,0.355,0.3939999999999999,0.2769999999999999,0
938,0.5035000000000001,0.4285,0.346,0.362,0.344,0
2256,0.48325,0.39975,0.40925,0.35,0.37525,0
3773,0.499,0.344,0.411,0.298,0.4,0
2251,0.4677777777777778,0.4426666666666666,0.4471111111111111,0.3228888888888888,0.4366666666666666,0
542,0.488,0.433,0.425,0.346,0.441,0
301,0.4372499999999999,0.39675,0.4385,0.2795,0.35975,0
748,0.5133333333333333,0.4206666666666667,0.377,0.296,0.3736666666666666,0
1238,0.496,0.494,0.416,0.36,0.474,0
202,0.4825,0.46,0.3349999999999999,0.2315,0.3865,0
2380,0.4684285714285714,0.4007142857142857,0.4328571428571429,0.3101428571428571,0.3867142857142857,0
1857,0.4848,0.4152,0.3922,0.311,0.3696,0
944,0.4915,0.417,0.4555,0.3359999999999999,0.402,0
1737,0.5357500000000001,0.4484999999999999,0.3755,0.32975,0.3715,0
1937,0.4613333333333333,0.3619999999999999,0.3913333333333333,0.2573333333333333,0.346,0
409,0.4863333333333333,0.369,0.3953333333333333,0.2893333333333333,0.365,0
985,0.47025,0.428,0.4635,0.3375,0.40575,0
1141,0.514,0.4785,0.429,0.413,0.3845,0
247,0.5155000000000001,0.3934999999999999,0.4325,0.321,0.4085,0
1111,0.5,0.455,0.45,0.316,0.384,0
96,0.502,0.346,0.38,0.315,0.295,0
2322,0.4545,0.3215,0.3925,0.247,0.3755,0
1894,0.4785,0.424,0.392,0.303,0.3945,0
585,0.4755,0.4944999999999999,0.4509999999999999,0.3425,0.4044999999999999,0
2875,0.488,0.476,0.374,0.37,0.41,0
485,0.4661666666666667,0.4633333333333334,0.4261666666666666,0.3121666666666666,0.4121666666666667,0
2060,0.4637692307692307,0.4899230769230769,0.4027692307692307,0.2812307692307692,0.3876153846153846,0
1724,0.494,0.432,0.473,0.249,0.352,0
1012,0.482,0.474,0.422,0.297,0.384,0
2452,0.4791111111111111,0.4628888888888889,0.3963333333333333,0.2866666666666667,0.3826666666666666,0
1249,0.511,0.442,0.421,0.292,0.3829999999999999,0
3166,0.5145,0.493,0.4135,0.29,0.425,0
591,0.4984999999999999,0.362,0.411,0.3135,0.371,0
1035,0.5065,0.4525,0.381,0.2744999999999999,0.348,0
973,0.503,0.3645,0.3735,0.325,0.323,0
674,0.476,0.4293333333333333,0.3906666666666666,0.3323333333333333,0.336,0
1116,0.488,0.327,0.4805,0.3369999999999999,0.357,0
946,0.508,0.374,0.379,0.284,0.375,0
2846,0.527888888888889,0.4392222222222222,0.3801111111111111,0.3528888888888888,0.3789999999999999,0
1146,0.514,0.397,0.441,0.354,0.32,0
2109,0.4823333333333333,0.4390833333333333,0.38275,0.2975833333333333,0.3830833333333334,0
2804,0.501,0.4243333333333333,0.37,0.3389999999999999,0.3206666666666666,0
1042,0.5005,0.4105,0.39925,0.31375,0.37725,0
2658,0.483,0.5195,0.409,0.329,0.4255,0
1472,0.487,0.292,0.2789999999999999,0.3329999999999999,0.267,0
1575,0.488,0.327,0.348,0.299,0.3229999999999999,0
1110,0.473764705882353,0.480235294117647,0.4083529411764706,0.3102941176470588,0.4005882352941177,0
845,0.4512857142857142,0.4762857142857143,0.4147142857142857,0.2777142857142857,0.3954285714285714,0
203,0.4588333333333333,0.4025,0.4143333333333333,0.2688333333333333,0.3983333333333334,0
1455,0.485,0.46,0.402,0.304,0.3339999999999999,0
3035,0.496,0.426,0.425,0.3329999999999999,0.3939999999999999,0
3568,0.4816666666666667,0.4561666666666666,0.4163333333333333,0.3005,0.3945,0
885,0.4885,0.3765,0.3825,0.3065,0.3179999999999999,0
1016,0.4591428571428571,0.463,0.4282857142857143,0.295,0.4107142857142857,0
1098,0.504,0.36,0.3379999999999999,0.326,0.357,0
323,0.502,0.486,0.405,0.351,0.379,0
1048,0.518,0.373,0.373,0.367,0.353,0
2125,0.516,0.4253333333333333,0.432,0.3613333333333333,0.371,0
2496,0.499,0.4029999999999999,0.406,0.372,0.352,0
1828,0.4746666666666666,0.4623333333333333,0.4453333333333333,0.295,0.3971666666666666,0
591,0.485,0.4735,0.403,0.2565,0.4,0
